toxicity	message
0.5687914	*** ********** ****** *****. *** **** **** ********** ******** ***** ** ****, ********** ** **** ********* ** ***** *** ***** ***** *********, ** *** **** *** **** ********** **** **** **** ******* *** * **** ****** ***, ** *** ***** *** **********!, ****** *** ********** ******* ** ******* *** *** *** ******* ** *** *******, *** *** ******* ** ******* ****, **** ***** ** *** **** ***** ** ******* **** ****** * ****** ** ***** (*** ********* * ******) ***** ** ******* ** *** **** ***** ******* ** ******* ** ******* *** ****** ** *** ***** ** ********* (*****) ** *********, ***** ******* *** *********** ** *** *********. ** *** ** ** **** **** * *** ***** **** *** ** ****** ** ********* ******** **** *** **** ** *** ****. ** **** ** *********** ** **** **** ***** *** *** ** ****** *** **. ******* *** *** *** ***** ****** ** *** ****** ******* *** ********* ** ***** *** *** ****** *** *** ** *** **** ******, ********** **** *******, *** **** *** *** *** ***** *** **** **** ** *****, ***** ****** *** ******** *** **** *** **** ** ** *****! **** ********* ** **** **** ***** ** ******* ** * **** ** *** ***** ***** ** *** *** ********** *** ***** ** *** **** ** *** ******. ****** *** ******* ** *** ******* * ***** ***** *** ******* ** *** ******. ** ** *** **** ** ********** ******** ********* ***** *** ******* ******** ** ******* *** ** ** ***** *** *********. *** ***** *** *****, **** ************, **** ********, **** *******, **** **** ***** ** ***** **** ***** ****** *** ***** * ****, ******** *** *****. *** **** *** ******* **** ** ************* ** ***** ********* ********* *** *** *** ******* ** **** ****** **** ** ***** *********? ***, ** **** *** ********** *** *** ***** *** ********* **** ******** ******. **** *** ****** ******* ** * *** ******* ****** *****, *** **** ********* *** * ******* *** *** **** *** ****** ****, *** *** * *******. ***** **** ***** ** **. ***** *** **** **** *** ***** *** **** ***** ********** ** **** **. ***** **** *****, ******* ***** **** **** ** *** ****** *** ****** **** **** ** ***** *** ***** **** **********. *** ***** ***** ** ** **** *** ***** *** ** *** ***** ** ******, *** ****** *** **** ** *******, ***** *** *** ******* *** ** *** *** *****, *** ******** *** *** ****** ** *** ** ****, *** ** ****** *** *** ***** (***** ****** *******). ** ******* ***** ** ******* ***** **** ** **** *** **** **** ** **** ** ****, *******, *** ****** *** ***** ** *** ** ** ********* ** ******* ** *** ** **** ** ***, **** ******* **** ** ******: * ******* *** ** *** ******* *** **** *** ****** **** *** ******* ** * ****** ********* ** *** *****, *** * **** ******** ** ** ********, ** ** **********, ******, ****** ** ******* *** ***** ***. *********** *** **** ******** *** ********** ********** ***** *** ******* *** **** *** *** *** ***** **** *** *** ******* ** *** **** ** ****. *** *** ***** **** *** *****, ** ***** *** *** ** ******** ****** ** ** * ***-******, ** *** **** *** **** ** ***-********. **** **** ****** ******* **** *** **** **** ** ***** ****** ** ** **** ********** ****, ****** ******* **** **** ** ******** ***-*****. * **** **** ****** **** ********* ** ******, ****** ******* *** **** ***** **** **** ** **** *** *** **** **** *** ********* '**, ***** *** ********, **** **** **** ** ** **** **, **** **** **** ****** *** ******* **** ** ******* **!', ***** **** ***** **** *** *****/* ** **** ** ** ** *****! ** *** ** * ********* *** ***** ** ** *** **** *****, **** ***** ** **** ** *** *****. ***** *** **** ****** ** ** ***** **** ** ***** ********* *****, *** *** ***** ***** ** ****** *** *** ***** ** ** *** ** *** ******** ** *** **** ******. **** * **** ** ********** *** **** ** ***** ** ******* *** *** **** *** * ******** **** ***!   ****** ** **** ******* ***** ********* ********** ** *******. ****** ******** ***** ****, *** ******** ******* ***** ********** ***** ***** ****.  **** *** ********** *** *** ********, *** ******** ** **** *** ***** *** *** ***, *** *** ****.  ****** *****: ************@*******.*** *** **** ***** ** *** ******* ** ** (***** ******)
0.16620065	******** ****   * ** ******** ************ *******.
0.76898855	"""== **********... **** ******* ******** """"********* *********"""" """"***********"""" ***** ********* *********... == **** ****** *** **** ****** ***** *********** **** *** **** ****** ****. ** *** ****** *** * ******* *** ****** ** *** ********  ** ***** ******** *** ****** ***** *** **** ** *******. *** **** *** **, *** **** *** *** ******, ***********!  """
0.057653375	***-* ************ ******   ** *********, *'** ******* ** ******* ** *** ****** **** ***-* ************ ****** *** **** **** ***** **** *** **** ** *** **** ** ******* *****. * *** ********* ** ***** *** **** ****** *** **** - ********* ** ******* ******** *** ***** *****, ***** ****** **** *** ***-* ***** ******* ** ******** *** ******* *****? ** ***** *** '***** *******' ********* ***** ******* *** ******* (************ ** ** *** *****!) ******, ******.
0.14607586	"""  ****** **. **** ***** **** **** ** **** **** *** ***-**, * ***** **** ** *** $* * **** *** *** ******** ***-* ** * **** ****** ****'* ***** ********* *** ******* ** ****. *'* ***** ** *** *** **** **** ******** **** **** **:* ** ******* (** ***) ******** *** *****. **** **** * *** *** *** ******** **** ** ****:  ******* ** *********** ***** """"******** ***** *** ******** ******* *********. ******* ** *********** ***** ** ******* *** * *******, ** **** ** *** **** **** * ********** ****** ** ********* **** *** **** ** ******** ** *** ********* ******* ****'* *********. ** ** **, ****** ** *** **** ** *** ****. ********* *** ************* ********* ****** ** * **** **** ******** ********* *** **** ********** * **** ** ************ ************ ** *** ****** ****** (************ ******* *. **** ********** ********). ****, ******* ** * **** **** ********* *********** ******* ****'* **** ***** * *** ***** ** **. ** *** **** ** ******** ** ****** **** *** ** *** ********, ******* ** ****."""" **** **** * *** ****, * ***** **** *** ***** **** *** ******* *** ***-* *** ***-** *** ********* *********. **** ** **** ***'* *** **** **** **** ********** ** *** *** **********, **** ***'* **** *** ******** *****, *** ** *** ******* **** *** *** * **** ** ********** **** *** ** **** ********** ******. *** **** ** ***** ******** ***** *** **** **** * ******* **** **** ******** ************, *** ** ***** ********. * *** ** *** ****** **** **** **** ** *** ********** *** ******* ***** **** ********** ********; * ***'* ***** ***** ** ** ********* *** *********** ***, *** **** ********** ********** *********** ***** *** * """"*********"""" ** **** ********** *** ******* ***. **** ***** *** ******** ****** ** *** ** *** *** *******. ** ***** ** **** *****, * ******** ***** **** ** *** ** *** **** ********* ***** * ********* ** *** *** *** ** **, *** ****** ** ***** **** *** ***** ** **:**? ** **'* ** ***** ** ******* ********* ******, *'* *** **** ****** ****** **** **** *** *** **** **** ** **** **** ****. ***** *** ** **** ******** * ******, **'* **** ****** ** *******. *** ****** ***** ** ** **** * **** ** * *********** ********* ** ***** *** ** ** **** **** . *** ********, ******* ** * **** ***** ****** ***** ** ****-********** ********* ********** ********** . (**** ** **** ** ****-******* ****** **** ****** ***** ***** ***** ******** ** **** *** *** **** ** ***...)  """
0.1057053	*****   * *** **** ***** ** ** *** ********** ****, ***** *** ****** **** ** **** ********* ***** *** **** ****** ** ********* *****, **** **** *** *, **, * **** ******* ** **** *****, * ****, **** *** **** *** ****.
0.10094701	***** *** ******, **.  * *** *** ******* ****.  ********, ** ** **** **** ** **** ** *** ***** **** ***** *** ****!  *******,  ***.**.*.***
0.079193495	** **** ** **** ***** ********* *** * ******* *********** *******: *********, ******* *** *** *** ******* *********** *******. **** **** **** *****, * *****. *** *** ** ****?
0.9264582	** ****, * ***'* **** ***** **** ***** **** ******* ******* **/****** **/***** * *******, **** ***** ****** **-****** *** ******* **** ******** ******** ***** ****** ******** ** *** ******* ***** ******.  **** *** *** **** *** **** **.
0.08168315	****** *** ****** ******, ********. ******, ****** ******** ** ******* *** ********* *** **** ******* *** *** ******* ** ******* ********* *** **** ********* *** ********* ** ******* *** ******* **** ******* *** ****** ** ******* ******* *** ****** ** ****** ** **** *******.
0.056122936	*********** ********** *********. ***** *** *** ****** *** **** ** ******* **** *******- **** ****** ******'* ****!
0.30258456	* *** *** ***** ** ********** **** ******, **** ***** *** ********* ** *** **** **** *** *** ******* ******* ** ****** ** *** ** **** * ****** *** *******. ****** *** **** ** * ***** ****** *** **** ****** ******** ** *** *****, * ****** ******** *** ** * ******* *********** ** **** ******. ** *** ****** ******* **** **** *** ***** ** ******* **** ***** **** **** ******** ** *****? ***** *****!
0.20890759	* ***'* ******* *'* *** ***** ****** ******* ****! ****, **'* **** ** *** ** ****** *** **** *** *** ********* ** **. ****, *** ***** ****** ** **** *** ***** *** *** ****** ***** ****. *** ***.***.***.**.*    ** **. ***'* ******* **'** **** ****** ** *** **** ****. ***.***.**.*    **** ** ****? ***.***.**.*
0.12305169	"""  ****, *** ** ***** **** ****** **** *** ****** ********* ********* ** *** ******* ********. ***** ****, **** ***** **, ** ***** *** ******* **** ******, ************ ****.  ******** *********. """
0.1497072	** **** *** *** ********. * ****** ********** ******* *** ************* *** * *** ** ****!
0.47321442	****]] ***/** [[******
0.15286884	""" *****=""""**********"""">— ********* ******** ******* ***** **  (**** • ********)"
0.12912901	**: ***. ****** *** ****  ** ** *** ********** ** ********, ****** ** ** ******* ******* **** *** **** ** ** *** ***** ** ******** ***. *** *******, *** *** **** ** ***** ****. *******, **:***** ****** *** ******** *** *** ****** ** ****, *'* ******  *** *** **** *** *****. *** ***** * ******* **** ********* ** *** ***** **** **** **** ******* * ***. *****, *** **** **** **** *** *********/**** ** ***** (*** ********* *** ** ***** **** ***** ***** *** ******** ******** ** ******-*******) **** *** ********** **. **** ** *********, *** **** *********** **** *** ** *** ** *********.   ** *** *********' *******, * ******'* ***** ****. ** **** ** ***** ** ****** **** (*** **** ** *** ***** ********) ** *********, ***** * ****** ** **** ********* *****, * ***** ******* **** ** ****'* ***** ** **** ** ** ** *** *** ******** **** ** * ****. *** ******* ******* ** ***** ** ** ******* ** ** ************* *********** *** ********* * **** ****** ** ********** **** ** ** ***** ***** ** ********'* ****.
0.05558906	**** ****** ** *** **** **** ******* ** *** ***** ***** ********** ** *********. **** ****.
0.24140249	"""*** ** **** ***** ** ****?! *********** ** **** ***** ** """"*** ****,"""" **'* * ********. **** ** *** **** ** ***?   """
0.74019855	"""  **** ******* ** ********** **** ** *** ** *** *****, ************ ********** ******** * **** **** ** *********. *********** *** ******* ***** ** *********** *** *********** ** *** ****** ****** (**** ****** ** ****) ** ********, **** ** ****** * ***. **** ** ******* *** ********** ******* **** **** ********* ** ***. **** **** """
0.14873217	""":::********** ***** """"***** ** ***********""""...*********? ** *** ******* ** ***** *********?? ***'** *** ** ** ******* **. **...**** ****** ***** **** ***. **** """"**** ** *** ****** *** **** ********* *** ********** ******** **** *** **** *** *****, *** **** ********* *************, ** ***** ** **** **********. **** ** ********, **** ** *** ******'* *******. ** *** ****** ******** *** ******* ****** **** ** ***** ** *** ********** ***** (** **** *******'* ********* ******** **** ***** * ***** ** *** ********* ******* ****** ***), *********** ***** ** *** ***'* ***** ** ****. ** *** ***, *** ***** ******* *** *** **** *** *****, ***** ******* ***** **'* **** ***% **********.     """
0.8858393	""" ***'** * **** ********, *****? ** ******? ***** ******* ** ***********? ****** *********** ** """"*********""""? ****** ******** ** **** ****** ******* ** ********? *** ** * ***** ** ***?"""
0.1188287	""" * ****'* **** ** """"**** ********"""" *** ** ****** **** ******* ** ****'* ** ***, ** * *** ***** ** *** *** ***** ** ****** ******* *** ***** ***.  *** ***** ***** *** ** *** **** ****** ** ** *******, ** * ***'* **** * ******* **** *** ** ******* ***.  ****, ** *** ***** *** ******** ****** ******* *** ** ***** ** ** ** ** ***** ***** *** ********* ** *********** ********, ** ******** ***** ** ********?   """
0.08637154	***** ***** **-********, ****   ** ***** ***** **-********, **** * **** *****? ** ****'* * ***** ***. * ******* ****'* *** ***** ****** *** ***** ** **** ******** **-********, ****. *** ************ ****** ***** **, **** ******.
0.18994835	*** *******   * ********** *** ************* *** ********* ***.*** **** ***** ** ** ** ** ******, *** *** ***** **** ****** ***** * *** ****** **** *** ******* * **** ** ********* ** ** *******.* ********* ** * ***** *** **** ****,*** * ******* * ****** ***** **** ** **** *********.-
0.40328526	"""   **** ******* *** ***!     * **** ***** *** *** *******   """
0.066479824	*****, * *** *******. * ******* **** ******** ** *** **** ******* ********. **'* * *********** ***** ** * *** ****** **** ********** ** *** ** ***** **** *** ********** ** ***** ****.
0.24980272	"""   **** ************ *** ***!     ****** *** ******* ** !?   """
0.16457532	=******-***** ***** **** *********** **** *** ****** *** **** ******* *** **** *** ** ***.
0.6046567	"""   **********?   * **** ***** * ******** *** ********* ** *** ** * **** **** ** **:****. (*** *** *** ****  ** **'* *** *****).  """
0.98714983	*** ****** *** ********** **** *********. * **** *** **** ***** *** ** *** *******. ****
0.25461638	****, **** * ****!  *** *** **** *****'* *** ***** **** ******* *******-******** ******.    |  ****
0.8971981	***=  *** *** **** **** **** ****** ***** * **** ** *********.
0.122730225	???   ***** **** ** **** ******* **** ***??  ** ******
0.61103183	"""  *******...*** ****** **, * ***** ** ** **** ** ***. ***'* ***** **** ****** ********. ********* *** *** ** **** *** **** *********** ******* *** *******, """"**** *** ****, ***'* **** **** **** *** ***"""" *** *********** ********** ******* ****** ** ***** *** ***** **********. (**)***********, **** ********* ***** ** **** **** *****. ***** ****, *** **. *******, ***-********? * ***** ** *** **** ****** ******** *** *********** *** **** ****** ** ***** ** ****, *** **** **** ********* **** **** ***** *** **** ******. ***, **** ***** ******* **. *******, ****'* *** ** ****** *** ****** ******'* *** """"*********"""" (** *******)? ****'* **** ********** ** *** **********? ******'* ** ** ***** ****** **** **** **** ** **** ** ****** **** ** ** ***** ** *** ****** **********? *****, *** **** **** *** ** ******'* **** *******, *** ***** ***********? *** **? ***** ** **, ***** ***'** **** * ****** ** **** ***** *****.:)))) """
